时间(分钟),信号值(微伏),温度,信号值(微伏),
2.0667,815,48.93899,-5810.516181,
2.0693,816,48.962936,-5810.277901,
2.072,817,48.986882,-5810.039621,
2.0747,819,49.034774,-5809.801341,
2.0773,821,49.082666,-5809.563061,
2.08,822,49.106612,-5809.32478,
2.0827,823,49.130558,-5809.0865,
2.0853,824,49.154504,-5808.84822,
2.088,827,49.226342,-5808.60994,
2.0907,828,49.250288,-5808.37166,
2.0933,829,49.274234,-5808.13338,
2.096,830,49.29818,-5807.895099,
2.0987,832,49.346072,-5807.656819,
2.1013,834,49.393964,-5807.418539,
2.104,835,49.41791,-5807.180259,
2.1067,837,49.465802,-5806.941979,
2.1093,838,49.489748,-5806.703698,
2.112,839,49.513694,-5806.465418,
2.1147,842,49.585532,-5806.227138,
2.1173,843,49.609478,-5805.988858,
2.12,844,49.633424,-5805.750578,
2.1227,845,49.65737,-5805.512298,
2.1253,847,49.705262,-5805.274017,
2.128,849,49.753154,-5805.035737,
2.1307,850,49.7771,-5804.797457,
2.1333,852,49.824992,-5804.559177,
2.136,853,49.848938,-5804.320897,
2.1387,854,49.872884,-5804.082617,
2.1413,857,49.944722,-5803.844336,
2.144,858,49.968668,-5803.606056,
2.1467,859,49.992614,-5803.367776,
2.1493,860,50.01656,-5803.129496,
2.152,862,50.064452,-5802.891216,
2.1547,864,50.112344,-5802.652935,
2.1573,866,50.160236,-5802.414655,
2.16,867,50.184182,-5802.176375,
2.1627,868,50.208128,-5801.938095,
2.1653,869,50.232074,-5801.699815,
2.168,872,50.303912,-5801.461535,
2.1707,874,50.351804,-5801.223254,
2.1733,875,50.37575,-5800.984974,
2.176,876,50.399696,-5800.746694,
2.1787,877,50.423642,-5800.508414,
2.1813,880,50.49548,-5800.270134,
2.184,881,50.519426,-5800.031853,
2.1867,882,50.543372,-5799.793573,
2.1893,884,50.591264,-5799.555293,
2.192,885,50.61521,-5799.317013,
2.1947,888,50.687048,-5799.078733,
2.1973,889,50.710994,-5798.840453,
2.2,890,50.73494,-5798.602172,
2.2027,891,50.758886,-5798.363892,
2.2053,893,50.806778,-5798.125612,
2.208,896,50.878616,-5797.887332,
2.2107,897,50.902562,-5797.649052,
2.2133,898,50.926508,-5797.410772,
2.216,899,50.950454,-5797.172491,
2.2187,901,50.998346,-5796.934211,
2.2213,903,51.046238,-5796.695931,
2.224,905,51.09413,-5796.457651,
2.2267,906,51.118076,-5796.219371,
2.2293,907,51.142022,-5795.98109,
2.232,909,51.189914,-5795.74281,
2.2347,911,51.237806,-5795.50453,
2.2373,913,51.285698,-5795.26625,
2.24,914,51.309644,-5795.02797,
2.2427,915,51.33359,-5794.78969,
2.2453,917,51.381482,-5794.551409,
2.248,919,51.429374,-5794.313129,
2.2507,921,51.477266,-5794.074849,
2.2533,922,51.501212,-5793.836569,
2.256,923,51.525158,-5793.598289,
2.2587,925,51.57305,-5793.360009,
2.2613,927,51.620942,-5793.121728,
2.264,929,51.668834,-5792.883448,
2.2667,930,51.69278,-5792.645168,
2.2693,931,51.716726,-5792.406888,
2.272,932,51.740672,-5792.168608,
2.2747,935,51.81251,-5791.930327,
2.2773,937,51.860402,-5791.692047,
2.28,938,51.884348,-5791.453767,
2.2827,939,51.908294,-5791.215487,
2.2853,941,51.956186,-5790.977207,
2.288,943,52.004078,-5790.738927,
2.2907,945,52.05197,-5790.500646,
2.2933,946,52.075916,-5790.262366,
2.296,948,52.123808,-5790.024086,
2.2987,949,52.147754,-5789.785806,
2.3013,951,52.195646,-5789.547526,
2.304,953,52.243538,-5789.309246,
2.3067,954,52.267484,-5789.070965,
2.3093,956,52.315376,-5788.832685,
2.312,957,52.339322,-5788.594405,
2.3147,959,52.387214,-5788.356125,
2.3173,961,52.435106,-5788.117845,
2.32,962,52.459052,-5787.879564,
2.3227,964,52.506944,-5787.641284,
2.3253,965,52.53089,-5787.403004,
2.328,968,52.602728,-5787.164724,
2.3307,969,52.626674,-5786.926444,
2.3333,970,52.65062,-5786.688164,
2.336,972,52.698512,-5786.449883,
2.3387,973,52.722458,-5786.211603,
2.3413,976,52.794296,-5785.973323,
2.344,977,52.818242,-5785.735043,
2.3467,979,52.866134,-5785.496763,
2.3493,980,52.89008,-5785.258483,
2.352,981,52.914026,-5785.020202,
2.3547,984,52.985864,-5784.781922,
2.3573,985,53.00981,-5784.543642,
2.36,987,53.057702,-5784.305362,
2.3627,988,53.081648,-5784.067082,
2.3653,989,53.105594,-5783.828801,
2.368,992,53.177432,-5783.590521,
2.3707,993,53.201378,-5783.352241,
2.3733,995,53.24927,-5783.113961,
2.376,996,53.273216,-5782.875681,
2.3787,998,53.321108,-5782.637401,
2.3813,1000,53.369,-5782.39912,
2.384,1001,53.392946,-5782.16084,
2.3867,1003,53.440838,-5781.92256,
2.3893,1004,53.464784,-5781.68428,
2.392,1006,53.512676,-5781.446,
2.3947,1008,53.560568,-5781.20772,
2.3973,1010,53.60846,-5780.969439,
2.4,1011,53.632406,-5780.731159,
2.4027,1012,53.656352,-5780.492879,
2.4053,1014,53.704244,-5780.254599,
2.408,1017,53.776082,-5780.016319,
2.4107,1018,53.800028,-5779.778038,
2.4133,1019,53.823974,-5779.539758,
2.416,1021,53.871866,-5779.301478,
2.4187,1022,53.895812,-5779.063198,
2.4213,1025,53.96765,-5778.824918,
2.424,1026,53.991596,-5778.586638,
2.4267,1027,54.015542,-5778.348357,
2.4293,1028,54.039488,-5778.110077,
2.432,1030,54.08738,-5777.871797,
2.4347,1033,54.159218,-5777.633517,
2.4373,1034,54.183164,-5777.395237,
2.44,1036,54.231056,-5777.156956,
2.4427,1037,54.255002,-5776.918676,
2.4453,1038,54.278948,-5776.680396,
2.448,1041,54.350786,-5776.442116,
2.4507,1042,54.374732,-5776.203836,
2.4533,1044,54.422624,-5775.965556,
2.456,1045,54.44657,-5775.727275,
2.4587,1046,54.470516,-5775.488995,
2.4613,1049,54.542354,-5775.250715,
2.464,1050,54.5663,-5775.012435,
2.4667,1052,54.614192,-5774.774155,
2.4693,1053,54.638138,-5774.535875,
2.472,1054,54.662084,-5774.297594,
2.4747,1057,54.733922,-5774.059314,
2.4773,1058,54.757868,-5773.821034,
2.48,1060,54.80576,-5773.582754,
2.4827,1061,54.829706,-5773.344474,
2.4853,1063,54.877598,-5773.106193,
2.488,1065,54.92549,-5772.867913,
2.4907,1066,54.949436,-5772.629633,
2.4933,1068,54.997328,-5772.391353,
2.496,1069,55.021274,-5772.153073,
2.4987,1070,55.04522,-5771.914793,
2.5013,1073,55.117058,-5771.676512,
2.504,1074,55.141004,-5771.438232,
2.5067,1076,55.188896,-5771.199952,
2.5093,1077,55.212842,-5770.961672,
2.512,1078,55.236788,-5770.723392,
2.5147,1081,55.308626,-5770.485112,
2.5173,1082,55.332572,-5770.246831,
2.52,1084,55.380464,-5770.008551,
2.5227,1085,55.40441,-5769.770271,
2.5253,1086,55.428356,-5769.531991,
2.528,1089,55.500194,-5769.293711,
2.5307,1090,55.52414,-5769.05543,
2.5333,1092,55.572032,-5768.81715,
2.536,1093,55.595978,-5768.57887,
2.5387,1095,55.64387,-5768.34059,
2.5413,1097,55.691762,-5768.10231,
2.544,1098,55.715708,-5767.86403,
2.5467,1100,55.7636,-5767.625749,
2.5493,1101,55.787546,-5767.387469,
2.552,1104,55.859384,-5767.149189,
2.5547,1105,55.88333,-5766.910909,
2.5573,1106,55.907276,-5766.672629,
2.56,1108,55.955168,-5766.434349,
2.5627,1109,55.979114,-5766.196068,
2.5653,1112,56.050952,-5765.957788,
2.568,1113,56.074898,-5765.719508,
2.5707,1114,56.098844,-5765.481228,
2.5733,1116,56.146736,-5765.242948,
2.576,1117,56.170682,-5765.004667,
2.5787,1118,56.194628,-5764.766387,
2.5813,1121,56.266466,-5764.528107,
2.584,1122,56.290412,-5764.289827,
2.5867,1123,56.314358,-5764.051547,
2.5893,1125,56.36225,-5763.813267,
2.592,1127,56.410142,-5763.574986,
2.5947,1129,56.458034,-5763.336706,
2.5973,1130,56.48198,-5763.098426,
2.6,1131,56.505926,-5762.860146,
2.6027,1133,56.553818,-5762.621866,
2.6053,1135,56.60171,-5762.383586,
2.608,1137,56.649602,-5762.145305,
2.6107,1138,56.673548,-5761.907025,
2.6133,1139,56.697494,-5761.668745,
2.616,1140,56.72144,-5761.430465,
2.6187,1143,56.793278,-5761.192185,
2.6213,1144,56.817224,-5760.953904,
2.624,1146,56.865116,-5760.715624,
2.6267,1147,56.889062,-5760.477344,
2.6293,1148,56.913008,-5760.239064,
2.632,1151,56.984846,-5760.000784,
2.6347,1152,57.008792,-5759.762504,
2.6373,1154,57.056684,-5759.524223,
2.64,1155,57.08063,-5759.285943,
2.6427,1156,57.104576,-5759.047663,
2.6453,1159,57.176414,-5758.809383,
2.648,1160,57.20036,-5758.571103,
2.6507,1162,57.248252,-5758.332823,
2.6533,1163,57.272198,-5758.094542,
2.656,1164,57.296144,-5757.856262,
2.6587,1166,57.344036,-5757.617982,
2.6613,1168,57.391928,-5757.379702,
2.664,1169,57.415874,-5757.141422,
2.6667,1171,57.463766,-5756.903141,
2.6693,1172,57.487712,-5756.664861,
2.672,1174,57.535604,-5756.426581,
2.6747,1176,57.583496,-5756.188301,
2.6773,1177,57.607442,-5755.950021,
2.68,1178,57.631388,-5755.711741,
2.6827,1180,57.67928,-5755.47346,
2.6853,1183,57.751118,-5755.23518,
2.688,1183,57.751118,-5754.9969,
2.6907,1185,57.79901,-5754.75862,
2.6933,1186,57.822956,-5754.52034,
2.696,1188,57.870848,-5754.282059,
2.6987,1190,57.91874,-5754.043779,
2.7013,1191,57.942686,-5753.805499,
2.704,1193,57.990578,-5753.567219,
2.7067,1194,58.014524,-5753.328939,
2.7093,1196,58.062416,-5753.090659,
2.712,1198,58.110308,-5752.852378,
2.7147,1199,58.134254,-5752.614098,
2.7173,1201,58.182146,-5752.375818,
2.72,1202,58.206092,-5752.137538,
2.7227,1203,58.230038,-5751.899258,
2.7253,1206,58.301876,-5751.660978,
2.728,1207,58.325822,-5751.422697,
2.7307,1208,58.349768,-5751.184417,
2.7333,1210,温度,信号值(微伏),
2.736,1211,58.421606,-5750.946137,
2.7387,1213,58.469498,-5750.707857,
2.7413,1215,58.51739,-5750.469577,
2.744,1216,58.541336,-5750.231296,
2.7467,1217,58.565282,-5749.993016,
2.7493,1219,58.613174,-5749.754736,
2.752,1222,58.685012,-5749.516456,
2.7547,1223,58.708958,-5749.278176,
2.7573,1224,58.732904,-5749.039896,
2.76,1225,58.75685,-5748.801615,
2.7627,1227,58.804742,-5748.563335,
2.7653,1229,58.852634,-5748.325055,
2.768,1230,58.87658,-5748.086775,
2.7707,1232,58.924472,-5747.848495,
2.7733,1233,58.948418,-5747.610215,
2.776,1234,58.972364,-5747.371934,
2.7787,1237,59.044202,-5747.133654,
2.7813,1238,59.068148,-5746.895374,
2.784,1239,59.092094,-5746.657094,
2.7867,1241,59.139986,-5746.418814,
2.7893,1242,59.163932,-5746.180533,
2.792,1244,59.211824,-5745.942253,
2.7947,1246,59.259716,-5745.703973,
2.7973,1247,59.283662,-5745.465693,
2.8,1249,59.331554,-5745.227413,
2.8027,1250,59.3555,-5744.989133,
2.8053,1252,59.403392,-5744.750852,
2.808,1254,59.451284,-5744.512572,
2.8107,1255,59.47523,-5744.274292,
2.8133,1256,59.499176,-5744.036012,
2.816,1257,59.523122,-5743.797732,
2.8187,1260,59.59496,-5743.559452,
2.8213,1261,59.618906,-5743.321171,
2.824,1262,59.642852,-5743.082891,
2.8267,1264,59.690744,-5742.844611,
2.8293,1265,59.71469,-5742.606331,
2.832,1268,59.786528,-5742.368051,
2.8347,1269,59.810474,-5742.12977,
2.8373,1270,59.83442,-5741.89149,
2.84,1271,59.858366,-5741.65321,
2.8427,1273,59.906258,-5741.41493,
2.8453,1275,59.95415,-5741.17665,
2.848,1276,59.978096,-5740.93837,
2.8507,1278,60.025988,-5740.700089,
2.8533,1279,60.049934,-5740.461809,
2.856,1280,60.07388,-5740.223529,
2.8587,1283,60.145718,-5739.985249,
2.8613,1284,60.169664,-5739.746969,
2.864,1285,60.19361,-5739.508689,
2.8667,1287,60.241502,-5739.270408,
2.8693,1288,60.265448,-5739.032128,
2.872,1291,60.337286,-5738.793848,
2.8747,1292,60.361232,-5738.555568,
2.8773,1293,60.385178,-5738.317288,
2.88,1294,60.409124,-5738.079007,
2.8827,1297,60.480962,-5737.840727,
2.8853,1298,60.504908,-5737.602447,
2.888,1299,60.528854,-5737.364167,
2.8907,1301,60.576746,-5737.125887,
2.8933,1302,60.600692,-5736.887607,
2.896,1305,60.67253,-5736.649326,
2.8987,1306,60.696476,-5736.411046,
2.9013,1307,60.720422,-5736.172766,
2.904,1308,60.744368,-5735.934486,
2.9067,1310,60.79226,-5735.696206,
2.9093,1313,60.864098,-5735.457926,
2.912,1314,60.888044,-5735.219645,
2.9147,1315,60.91199,-5734.981365,
2.9173,1316,60.935936,-5734.743085,
2.92,1317,60.959882,-5734.504805,
2.9227,1320,61.03172,-5734.266525,
2.9253,1321,61.055666,-5734.028244,
2.928,1323,61.103558,-5733.789964,
2.9307,1324,61.127504,-5733.551684,
2.9333,1325,61.15145,-5733.313404,
2.936,1326,61.175396,-5733.075124,
2.9387,1329,61.247234,-5732.836844,
2.9413,1330,61.27118,-5732.598563,
2.944,1332,61.319072,-5732.360283,
2.9467,1333,61.343018,-5732.122003,
2.9493,1335,61.39091,-5731.883723,
2.952,1337,61.438802,-5731.645443,
2.9547,1338,61.462748,-5731.407162,
2.9573,1339,61.486694,-5731.168882,
2.96,1341,61.534586,-5730.930602,
2.9627,1343,61.582478,-5730.692322,
2.9653,1345,61.63037,-5730.454042,
2.968,1346,61.654316,-5730.215762,
2.9707,1347,61.678262,-5729.977481,
2.9733,1348,61.702208,-5729.739201,
2.976,1351,61.774046,-5729.500921,
2.9787,1352,61.797992,-5729.262641,
2.9813,1354,61.845884,-5729.024361,
2.984,1355,61.86983,-5728.786081,
2.9867,1357,61.917722,-5728.5478,
2.9893,1359,61.965614,-5728.30952,
2.992,1360,61.98956,-5728.07124,
2.9947,1362,62.037452,-5727.83296,
2.9973,1362,62.037452,-5727.59468,
3,1364,62.085344,-5727.356399,
3.0027,1366,62.133236,-5727.118119,
3.0053,1368,62.181128,-5726.879839,
3.008,1369,62.205074,-5726.641559,
3.0107,1371,62.252966,-5726.403279,
3.0133,1372,62.276912,-5726.164999,
3.016,1375,62.34875,-5725.926718,
3.0187,1376,62.372696,-5725.688438,
3.0213,1377,62.396642,-5725.450158,
3.024,1378,62.420588,-5725.211878,
3.0267,1380,62.46848,-5724.973598,
3.0293,1382,62.516372,-5724.735318,
3.032,1383,62.540318,-5724.497037,
3.0347,1385,62.58821,-5724.258757,
3.0373,1386,62.612156,-5724.020477,
3.04,1387,62.636102,-5723.782197,
3.0427,1390,62.70794,-5723.543917,
3.0453,1392,62.755832,-5723.305636,
3.048,1393,62.779778,-5723.067356,
3.0507,1394,62.803724,-5722.829076,
3.0533,1395,62.82767,-5722.590796,
3.056,1398,62.899508,-5722.352516,
3.0587,1399,62.923454,-5722.114236,
3.0613,1401,62.971346,-5721.875955,
3.064,1402,62.995292,-5721.637675,
3.0667,1404,63.043184,-5721.399395,
3.0693,1406,63.091076,-5721.161115,
3.072,1407,63.115022,-5720.922835,
3.0747,1409,63.162914,-5720.684555,
3.0773,1410,63.18686,-5720.446274,
3.08,1411,63.210806,-5720.207994,
3.0827,1414,63.282644,-5719.969714,
3.0853,1415,63.30659,-5719.731434,
3.088,1416,63.330536,-5719.493154,
3.0907,1418,63.378428,-5719.254873,
3.0933,1419,63.402374,-5719.016593,
3.096,1422,63.474212,-5718.778313,
3.0987,1423,63.498158,-5718.540033,
3.1013,1424,63.522104,-5718.301753,
3.104,1426,63.569996,-5718.063473,
3.1067,1427,63.593942,-5717.825192,
3.1093,1430,63.66578,-5717.586912,
3.112,1431,63.689726,-5717.348632,
3.1147,1432,63.713672,-5717.110352,
3.1173,1434,63.761564,-5716.872072,
3.12,1435,63.78551,-5716.633792,
3.1227,1437,63.833402,-5716.395511,
3.1253,1439,63.881294,-5716.157231,
3.128,1440,63.90524,-5715.918951,
3.1307,1442,63.953132,-5715.680671,
3.1333,1443,63.977078,-5715.442391,
3.136,1445,64.02497,-5715.20411,
3.1387,1447,64.072862,-5714.96583,
3.1413,1448,64.096808,-5714.72755,
3.144,1449,64.120754,-5714.48927,
3.1467,1451,64.168646,-5714.25099,
3.1493,1453,64.216538,-5714.01271,
3.152,1455,64.26443,-5713.774429,
3.1547,1456,64.288376,-5713.536149,
3.1573,1457,64.312322,-5713.297869,
3.16,1459,64.360214,-5713.059589,
3.1627,1461,64.408106,-5712.821309,
3.1653,1462,64.432052,-5712.583028,
3.168,1464,64.479944,-5712.344748,
3.1707,1465,64.50389,-5712.106468,
3.1733,1467,64.551782,-5711.868188,
3.176,1469,64.599674,-5711.629908,
3.1787,1470,64.62362,-5711.391628,
3.1813,1472,64.671512,-5711.153347,
3.184,1473,64.695458,-5710.915067,
3.1867,1474,64.719404,-5710.676787,
3.1893,1477,64.791242,-5710.438507,
3.192,1478,64.815188,-5710.200227,
3.1947,1480,64.86308,-5709.961947,
3.1973,1481,64.887026,-5709.723666,
3.2,1482,64.910972,-5709.485386,
3.2027,1485,64.98281,-5709.247106,
3.2053,1486,65.006756,-5709.008826,
3.208,1488,65.054648,-5708.770546,
3.2107,1489,65.078594,-5708.532265,
3.2133,1490,65.10254,-5708.293985,
3.216,1493,65.174378,-5708.055705,
3.2187,1494,65.198324,-5707.817425,
3.2213,1495,65.22227,-5707.579145,
3.224,1497,65.270162,-5707.340865,
3.2267,1498,65.294108,-5707.102584,
3.2293,1501,65.365946,-5706.864304,
3.232,1502,65.389892,-5706.626024,
3.2347,1503,65.413838,-5706.387744,
3.2373,1505,65.46173,-5706.149464,
3.24,1506,65.485676,-5705.911184,
3.2427,1509,65.557514,-5705.672903,
3.2453,1510,65.58146,-5705.434623,
3.248,1511,65.605406,-5705.196343,
3.2507,1513,65.653298,-5704.958063,
3.2533,1514,65.677244,-5704.719783,
3.256,1517,65.749082,-5704.481502,
3.2587,1518,65.773028,-5704.243222,
3.2613,1519,65.796974,-5704.004942,
3.264,1521,65.844866,-5703.766662,
3.2667,1522,65.868812,-5703.528382,
3.2693,1525,65.94065,-5703.290102,
3.272,1526,65.964596,-5703.051821,
3.2747,1527,65.988542,-5702.813541,
3.2773,1529,66.036434,-5702.575261,
3.28,1530,66.06038,-5702.336981,
3.2827,1533,66.132218,-5702.098701,
3.2853,1534,66.156164,-5701.860421,
3.288,1535,66.18011,-5701.62214,
3.2907,1536,66.204056,-5701.38386,
3.2933,1538,66.251948,-5701.14558,
3.296,1540,66.29984,-5700.9073,
3.2987,1542,66.347732,-5700.66902,
3.3013,1543,66.371678,-5700.430739,
3.304,1544,66.395624,-5700.192459,
3.3067,1546,66.443516,-5699.954179,
3.3093,1548,66.491408,-5699.715899,
3.312,1549,66.515354,-5699.477619,
3.3147,1551,66.563246,-5699.239339,
3.3173,1552,66.587192,-5699.001058,
3.32,1553,66.611138,-5698.762778,
3.3227,1556,66.682976,-5698.524498,
3.3253,1558,66.730868,-5698.286218,
3.328,1559,66.754814,-5698.047938,
3.3307,1560,66.77876,-5697.809658,
3.3333,1561,66.802706,-5697.571377,
3.336,1564,66.874544,-5697.333097,
3.3387,1565,66.89849,-5697.094817,
3.3413,1566,66.922436,-5696.856537,
3.344,1568,66.970328,-5696.618257,
3.3467,1569,66.994274,-5696.379976,
3.3493,1572,67.066112,-5696.141696,
3.352,1573,67.090058,-5695.903416,
3.3547,1575,67.13795,-5695.665136,
3.3573,1576,67.161896,-5695.426856,
3.36,1577,67.185842,-5695.188576,
3.3627,1580,67.25768,-5694.950295,
3.3653,1581,67.281626,-5694.712015,
3.368,1583,67.329518,-5694.473735,
3.3707,1584,67.353464,-5694.235455,
3.3733,1585,67.37741,-5693.997175,
3.376,1588,67.449248,-5693.758895,
3.3787,1589,67.473194,-5693.520614,
3.3813,1590,67.49714,-5693.282334,
3.384,1592,67.545032,-5693.044054,
3.3867,1593,67.568978,-5692.805774,
3.3893,1596,67.640816,-5692.567494,
3.392,1597,67.664762,-5692.329213,
3.3947,1598,67.688708,-5692.090933,
3.3973,1600,67.7366,-5691.852653,
3.4,1601,67.760546,-5691.614373,
3.4027,1604,67.832384,-5691.376093,
3.4053,1605,67.85633,-5691.137813,
3.408,1606,67.880276,-5690.899532,
3.4107,1608,67.928168,-5690.661252,
3.4133,1609,67.952114,-5690.422972,
3.416,1611,68.000006,-5690.184692,
3.4187,1613,68.047898,-5689.946412,
3.4213,1614,68.071844,-5689.708131,
3.424,1616,68.119736,-5689.469851,
3.4267,1617,68.143682,-5689.231571,
3.4293,1619,68.191574,-5688.993291,
3.432,1621,68.239466,-5688.755011,
3.4347,1622,68.263412,-5688.516731,
3.4373,1623,68.287358,-5688.27845,
3.44,1624,68.311304,-5688.04017,
3.4427,1627,68.383142,-5687.80189,
3.4453,1629,68.431034,-5687.56361,
3.448,1630,68.45498,-5687.32533,
3.4507,1632,68.502872,-5687.08705,
3.4533,1633,68.526818,-5686.848769,
3.456,1635,68.57471,-5686.610489,
3.4587,1637,68.622602,-5686.372209,
3.4613,1638,68.646548,-5686.133929,
3.464,1639,68.670494,-5685.895649,
3.4667,1641,68.718386,-5685.657368,
3.4693,1643,68.766278,-5685.419088,
3.472,1644,68.790224,-5685.180808,
3.4747,1646,68.838116,-5684.942528,
3.4773,1647,68.862062,-5684.704248,
3.48,1649,68.909954,-5684.465968,
3.4827,1651,68.957846,-5684.227687,
3.4853,1652,68.981792,-5683.989407,
3.488,1654,69.029684,-5683.751127,
3.4907,1655,69.05363,-5683.512847,
3.4933,1656,69.077576,-5683.274567,
3.496,1659,69.149414,-5683.036287,
3.4987,1660,69.17336,-5682.798006,
3.5013,1661,69.197306,-5682.559726,
3.504,1663,69.245198,-5682.321446,
3.5067,1664,69.269144,-5682.083166,
3.5093,1667,69.340982,-5681.844886,
3.512,1668,69.364928,-5681.606605,
3.5147,1669,69.388874,-5681.368325,
3.5173,1671,69.436766,-5681.130045,
3.52,1672,69.460712,-5680.891765,
3.5227,1675,69.53255,-5680.653485,
3.5253,1676,69.556496,-5680.415205,
3.528,1677,69.580442,-5680.176924,
3.5307,1679,69.628334,-5679.938644,
3.5333,1680,69.65228,-5679.700364,
3.536,1682,69.700172,-5679.462084,
3.5387,1684,69.748064,-5679.223804,
3.5413,1685,69.77201,-5678.985524,
3.544,1686,69.795956,-5678.747243,
3.5467,1688,69.843848,-5678.508963,
3.5493,1691,69.915686,-5678.270683,
3.552,1691,69.915686,-5678.032403,
3.5547,1693,69.963578,-5677.794123,
3.5573,1694,69.987524,-5677.555842,
3.56,1696,70.035416,-5677.317562,
3.5627,1698,70.083308,-5677.079282,
3.5653,1699,70.107254,-5676.841002,
3.568,1701,70.155146,-5676.602722,
3.5707,1702,70.179092,-5676.364442,
3.5733,1703,70.203038,-5676.126161,
3.576,1706,70.274876,-5675.887881,
3.5787,1707,70.298822,-5675.649601,
3.5813,1709,70.346714,-5675.411321,
3.584,1710,70.37066,-5675.173041,
3.5867,1711,70.394606,-5674.934761,
3.5893,1714,70.466444,-5674.69648,
3.592,1715,70.49039,-5674.4582,
3.5947,1717,70.538282,-5674.21992,
3.5973,1718,70.562228,-5673.98164,
3.6,1719,70.586174,-5673.74336,
3.6027,1722,70.658012,-5673.505079,
3.6053,1723,70.681958,-5673.266799,
3.608,1724,70.705904,-5673.028519,
3.6107,1726,70.753796,-5672.790239,
3.6133,1727,70.777742,-5672.551959,
3.616,1730,70.84958,-5672.313679,
3.6187,1731,70.873526,-5672.075398,
3.6213,1732,70.897472,-5671.837118,
3.624,1734,70.945364,-5671.598838,
3.6267,1736,70.993256,-5671.360558,
3.6293,1738,71.041148,-5671.122278,
3.632,1739,71.065094,-5670.883998,
3.6347,1740,71.08904,-5670.645717,
3.6373,1741,71.112986,-5670.407437,
3.64,1744,71.184824,-5670.169157,
3.6427,1745,71.20877,-5669.930877,
3.6453,1747,71.256662,-5669.692597,
3.648,1748,71.280608,-5669.454316,
3.6507,1749,71.304554,-5669.216036,
3.6533,1752,71.376392,-5668.977756,
3.656,1753,71.400338,-5668.739476,
3.6587,1755,71.44823,-5668.501196,
3.6613,1756,71.472176,-5668.262916,
3.664,1757,71.496122,-5668.024635,
3.6667,1760,71.56796,-5667.786355,
3.6693,1761,71.591906,-5667.548075,
3.672,1762,71.615852,-5667.309795,
3.6747,1764,71.663744,-5667.071515,
3.6773,1765,71.68769,-5666.833234,
3.68,1768,71.759528,-5666.594954,
3.6827,1769,71.783474,-5666.356674,
3.6853,1771,71.831366,-5666.118394,
3.688,1772,71.855312,-5665.880114,
3.6907,1773,71.879258,-5665.641834,
3.6933,1774,71.903204,-5665.403553,
3.696,1777,71.975042,-5665.165273,
3.6987,1779,72.022934,-5664.926993,
3.7013,1780,72.04688,-5664.688713,
3.704,1781,72.070826,-5664.450433,
3.7067,1784,72.142664,-5664.212153,
3.7093,1785,72.16661,-5663.973872,
3.712,1786,72.190556,-5663.735592,
3.7147,1788,72.238448,-5663.497312,
3.7173,1789,72.262394,-5663.259032,
